Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
128,I don’t like this breathing stuff. The experience monitoring was more helpful.,Anxiety about breathlessness (finding),702535006,0.4933,"This person has anxiety about breathlessness (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.053,0.9468,0.0002,KEEP
128,I don’t like this breathing stuff. The experience monitoring was more helpful.,Fear of disconnection from ventilator (finding),225627007,0.4285,"This person has fear of disconnection from ventilator (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0153,0.9843,0.0005,KEEP
128,I don’t like this breathing stuff. The experience monitoring was more helpful.,Able to recognize need for pressure area care (finding),716438000,0.4154,"This person has able to recognize need for pressure area care (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level (observable entity).",ENTAILMENT,0.9459,0.0512,0.0028,KEEP
128,I don’t like this breathing stuff. The experience monitoring was more helpful.,Anxiety about choking (finding),277822002,0.3889,"This person has anxiety about choking (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0222,0.9775,0.0003,KEEP
128,I don’t like this breathing stuff. The experience monitoring was more helpful.,Ready for enhanced comfort (finding),425818007,0.3839,"This person has ready for enhanced comfort (finding), which involves psychological function (observable entity), readiness (observable entity), comfort level (observable entity).",NEUTRAL,0.4048,0.5513,0.044,KEEP
129,You won’t believe what happened this week!,Involuntary role reversal (finding),423446002,0.2512,"This person has involuntary role reversal (finding), which involves psychological function (observable entity), role performance behavior (observable entity).",NEUTRAL,0.0148,0.9713,0.0139,KEEP
129,You won’t believe what happened this week!,Funny turn (finding),248228001,0.2491,"This person has funny turn (finding), which involves psychological function (observable entity), level of consciousness (observable entity).",NEUTRAL,0.013,0.9776,0.0094,KEEP
129,You won’t believe what happened this week!,Unable to remember day of the week (finding),285191007,0.239,"This person has unable to remember day of the week (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to remember day of the week (observable entity).",CONTRADICTION,0.0052,0.0103,0.9845,DROP
129,You won’t believe what happened this week!,Fantastical confabulation (finding),283881002,0.2289,"This person has fantastical confabulation (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity).",NEUTRAL,0.0135,0.9841,0.0023,KEEP
129,You won’t believe what happened this week!,Unexpected bereavement due to life event (finding),225614008,0.2281,"This person has unexpected bereavement due to life event (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",NEUTRAL,0.0015,0.9976,0.001,KEEP
130,"I know I said I would go to the event and start a conversation with new people, but I only managed to say “hello” to one person.",Limited social contact (finding),423315002,0.3964,"This person has limited social contact (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.041,0.9434,0.0156,KEEP
130,"I know I said I would go to the event and start a conversation with new people, but I only managed to say “hello” to one person.",Social interaction finding (finding),129874008,0.3651,"This person has social interaction finding (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.0603,0.9305,0.0092,KEEP
130,"I know I said I would go to the event and start a conversation with new people, but I only managed to say “hello” to one person.",Fear of social gatherings (finding),247840005,0.352,"This person has fear of social gatherings (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0056,0.97,0.0244,KEEP
130,"I know I said I would go to the event and start a conversation with new people, but I only managed to say “hello” to one person.",Social interaction alteration (finding),129875009,0.3462,"This person has social interaction alteration (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.126,0.8589,0.0151,KEEP
130,"I know I said I would go to the event and start a conversation with new people, but I only managed to say “hello” to one person.",Impaired social interaction (finding),88598008,0.3225,"This person has impaired social interaction (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.0059,0.9864,0.0077,KEEP
131,"I know the plan was to review my monitoring, but I learned yesterday that I might lose my job.",Gains from sick role (finding),225816008,0.3619,"This person has gains from sick role (finding), which involves psychological function (observable entity).",CONTRADICTION,0.0401,0.0665,0.8934,DROP
131,"I know the plan was to review my monitoring, but I learned yesterday that I might lose my job.",Verbalizes discharge instructions regarding activity plan (finding),419399001,0.334,"This person has verbalizes discharge instructions regarding activity plan (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.1221,0.1359,0.742,DROP
